N_vertices; BlockSize; GridSize; time_sec
1000000; 128; 208; 0.007973
1000000; 128; 208; 0.008184
1000000; 128; 208; 0.008234
1000000; 128; 208; 0.008072
1000000; 128; 208; 0.009073
1000000; 128; 208; 0.008151
1000000; 128; 208; 0.008147
1000000; 128; 208; 0.008090
1000000; 128; 208; 0.008050
1000000; 128; 208; 0.008236
1000000; 128; 208; 0.008047
1000000; 128; 208; 0.008142
1000000; 128; 208; 0.008086
1000000; 128; 208; 0.007982
1000000; 128; 208; 0.008082
1000000; 128; 208; 0.008097
1000000; 128; 208; 0.008171
1000000; 128; 208; 0.007936
1000000; 128; 208; 0.008129
1000000; 128; 208; 0.008687
