N_vertices; BlockSize; GridSize; time_sec
1000000; 512; 52; 0.009092
1000000; 512; 52; 0.009097
1000000; 512; 52; 0.009057
1000000; 512; 52; 0.008237
1000000; 512; 52; 0.008301
1000000; 512; 52; 0.008324
1000000; 512; 52; 0.008533
1000000; 512; 52; 0.008356
1000000; 512; 52; 0.008095
1000000; 512; 52; 0.009341
1000000; 512; 52; 0.008299
1000000; 512; 52; 0.008362
1000000; 512; 52; 0.008212
1000000; 512; 52; 0.008165
1000000; 512; 52; 0.008662
1000000; 512; 52; 0.008332
1000000; 512; 52; 0.008139
1000000; 512; 52; 0.008209
1000000; 512; 52; 0.008222
