dimGraph;timeInt;
100000;0.379450;
100000;0.391890;
100000;0.405821;
100000;0.404171;
100000;0.454404;
100000;0.438088;
100000;0.406223;
100000;0.398288;
100000;0.417384;
100000;0.394425;
100000;0.396483;
100000;0.390177;
100000;0.392088;
100000;0.385106;
100000;0.420700;
100000;0.413010;
100000;0.398522;
100000;0.437273;
100000;0.405300;
100000;0.377293;
100000;0.394134;
100000;0.388595;
100000;0.409391;
100000;0.395412;
100000;0.402526;
100000;0.386907;
100000;0.397790;
100000;0.478340;
100000;0.430877;
100000;0.424217;
100000;0.398762;
100000;0.419806;
100000;0.446182;
100000;0.396680;
100000;0.410885;
100000;0.376727;
100000;0.444108;
100000;0.405040;
100000;0.409796;
100000;0.459152;
100000;0.403464;
100000;0.402842;
100000;0.388509;
100000;0.383671;
100000;0.389882;
100000;0.445432;
100000;0.387516;
100000;0.398311;
100000;0.393971;
100000;0.388133;
