dimGraph;timeInt;
100000;0.072235;
100000;0.083266;
100000;0.086086;
100000;0.080366;
100000;0.086964;
100000;0.078240;
100000;0.088233;
100000;0.085785;
100000;0.078744;
100000;0.091486;
100000;0.086368;
100000;0.085780;
100000;0.088579;
100000;0.082477;
100000;0.090755;
100000;0.079189;
100000;0.082154;
100000;0.085578;
100000;0.084862;
100000;0.077943;
100000;0.093713;
100000;0.086513;
100000;0.087572;
100000;0.083620;
100000;0.094193;
100000;0.080313;
100000;0.091661;
100000;0.081132;
100000;0.085697;
100000;0.083871;
100000;0.088365;
100000;0.082660;
100000;0.078538;
100000;0.087455;
100000;0.079329;
100000;0.080680;
100000;0.085430;
100000;0.082069;
100000;0.085824;
100000;0.090476;
100000;0.078525;
100000;0.078562;
100000;0.082911;
100000;0.071703;
100000;0.075599;
100000;0.080899;
100000;0.070164;
100000;0.072185;
100000;0.071704;
100000;0.087970;
