dimGraph;timeInt;
100000;0.337072;
100000;0.338385;
100000;0.331331;
100000;0.335788;
100000;0.334023;
100000;0.346896;
100000;0.331075;
100000;0.343702;
100000;0.332132;
100000;0.346393;
100000;0.341365;
100000;0.369057;
100000;0.376420;
100000;0.332010;
100000;0.331286;
100000;0.357130;
100000;0.334795;
100000;0.397727;
100000;0.334711;
100000;0.332592;
100000;0.343228;
100000;0.436976;
100000;0.342239;
100000;0.363142;
100000;0.334539;
100000;0.347850;
100000;0.383268;
100000;0.356030;
100000;0.336867;
100000;0.425117;
100000;0.357294;
100000;0.416264;
100000;0.370914;
100000;0.346890;
100000;0.353529;
100000;0.348583;
100000;0.351263;
100000;0.349185;
100000;0.351567;
100000;0.354301;
100000;0.349392;
100000;0.347750;
100000;0.348396;
100000;0.338420;
100000;0.337570;
100000;0.353770;
100000;0.339202;
100000;0.326684;
100000;0.364221;
100000;0.349367;
