dimGraph;timeInt;
100000;0.114649;
100000;0.100680;
100000;0.092984;
100000;0.098355;
100000;0.117987;
100000;0.112403;
100000;0.105179;
100000;0.090680;
100000;0.092834;
100000;0.098776;
100000;0.102791;
100000;0.112755;
100000;0.080846;
100000;0.090567;
100000;0.100724;
100000;0.090846;
100000;0.104509;
100000;0.092419;
100000;0.098769;
100000;0.099565;
100000;0.094136;
100000;0.096282;
100000;0.095804;
100000;0.085219;
100000;0.103303;
100000;0.095070;
100000;0.101655;
100000;0.097379;
100000;0.106199;
100000;0.088318;
100000;0.107343;
100000;0.090550;
100000;0.106087;
100000;0.098082;
100000;0.094740;
100000;0.100592;
100000;0.090092;
100000;0.092306;
100000;0.088288;
100000;0.097103;
100000;0.108187;
100000;0.105674;
100000;0.083092;
100000;0.098642;
100000;0.111243;
100000;0.099563;
100000;0.107598;
100000;0.100561;
100000;0.104727;
100000;0.105883;
