dimGraph;timeInt;
100000;0.082287;
100000;0.080828;
100000;0.083009;
100000;0.080719;
100000;0.086534;
100000;0.083175;
100000;0.083271;
100000;0.083002;
100000;0.082343;
100000;0.083083;
100000;0.085018;
100000;0.082944;
100000;0.084297;
100000;0.082510;
100000;0.086085;
100000;0.085292;
100000;0.084119;
100000;0.086181;
100000;0.081442;
100000;0.085242;
100000;0.085054;
100000;0.083152;
100000;0.088854;
100000;0.083672;
100000;0.085973;
100000;0.082611;
100000;0.084133;
100000;0.081101;
100000;0.085018;
100000;0.091499;
100000;0.082417;
100000;0.082087;
100000;0.084499;
100000;0.083039;
100000;0.079730;
100000;0.084032;
100000;0.082412;
100000;0.082947;
100000;0.083864;
100000;0.083255;
100000;0.081038;
100000;0.080878;
100000;0.080995;
100000;0.085268;
100000;0.083129;
100000;0.083651;
100000;0.085888;
100000;0.079781;
100000;0.084150;
100000;0.083216;
