dimGraph;timeInt;
100000;0.090376;
100000;0.080093;
100000;0.086461;
100000;0.092184;
100000;0.091036;
100000;0.087434;
100000;0.087071;
100000;0.094222;
100000;0.088329;
100000;0.093225;
100000;0.089901;
100000;0.080755;
100000;0.095273;
100000;0.098390;
100000;0.084067;
100000;0.098941;
100000;0.102069;
100000;0.102432;
100000;0.086032;
100000;0.087547;
100000;0.080500;
100000;0.100466;
100000;0.090107;
100000;0.091432;
100000;0.091467;
100000;0.093269;
100000;0.091354;
100000;0.082311;
100000;0.094242;
100000;0.093895;
100000;0.102221;
100000;0.087954;
100000;0.092347;
100000;0.089678;
100000;0.090224;
100000;0.093556;
100000;0.097295;
100000;0.093630;
100000;0.091981;
100000;0.094380;
100000;0.090721;
100000;0.090550;
100000;0.091806;
100000;0.097592;
100000;0.118612;
100000;0.088860;
100000;0.097293;
100000;0.096685;
100000;0.092643;
100000;0.084384;
