dimGraph;timeInt;
1000;0.001304;
1000;0.001335;
1000;0.001266;
1000;0.001186;
1000;0.001936;
1000;0.001147;
1000;0.001175;
1000;0.001316;
1000;0.001115;
1000;0.001568;
1000;0.001099;
1000;0.001359;
1000;0.001215;
1000;0.001428;
1000;0.001188;
1000;0.001208;
1000;0.001452;
1000;0.001327;
1000;0.001415;
1000;0.001267;
1000;0.001022;
1000;0.001170;
1000;0.001277;
1000;0.001113;
1000;0.001188;
1000;0.001282;
1000;0.001249;
1000;0.001567;
1000;0.001926;
1000;0.001248;
1000;0.001031;
1000;0.001814;
1000;0.001337;
1000;0.001338;
1000;0.001408;
1000;0.001575;
1000;0.002223;
1000;0.001932;
1000;0.001244;
1000;0.001275;
1000;0.001106;
1000;0.001063;
1000;0.001143;
1000;0.001319;
1000;0.001350;
1000;0.001117;
1000;0.001117;
1000;0.001149;
1000;0.001099;
1000;0.001074;
