dimGraph;timeInt;
1000;0.002290;
1000;0.002370;
1000;0.002377;
1000;0.002280;
1000;0.002331;
1000;0.002227;
1000;0.002187;
1000;0.002221;
1000;0.002257;
1000;0.002278;
1000;0.002553;
1000;0.002409;
1000;0.002362;
1000;0.002383;
1000;0.002283;
1000;0.002545;
1000;0.002599;
1000;0.002474;
1000;0.002207;
1000;0.002225;
1000;0.002450;
1000;0.002242;
1000;0.002228;
1000;0.002519;
1000;0.002227;
1000;0.002657;
1000;0.002249;
1000;0.002250;
1000;0.002261;
1000;0.002240;
1000;0.002664;
1000;0.002302;
1000;0.002575;
1000;0.002245;
1000;0.002448;
1000;0.002273;
1000;0.002280;
1000;0.002309;
1000;0.002281;
1000;0.002652;
1000;0.002665;
1000;0.002215;
1000;0.002508;
1000;0.002393;
1000;0.002261;
1000;0.002317;
1000;0.002362;
1000;0.002311;
1000;0.002233;
1000;0.002483;
