dimGraph;timeInt;
1000;0.000894;
1000;0.000975;
1000;0.000899;
1000;0.001613;
1000;0.000896;
1000;0.000793;
1000;0.000835;
1000;0.000924;
1000;0.000979;
1000;0.001753;
1000;0.000851;
1000;0.000938;
1000;0.001582;
1000;0.001354;
1000;0.000890;
1000;0.001046;
1000;0.000887;
1000;0.001736;
1000;0.000962;
1000;0.001594;
1000;0.000978;
1000;0.001158;
1000;0.000904;
1000;0.001058;
1000;0.001518;
1000;0.000849;
1000;0.000923;
1000;0.000778;
1000;0.000914;
1000;0.000874;
1000;0.001513;
1000;0.000988;
1000;0.000915;
1000;0.001004;
1000;0.000911;
1000;0.001037;
1000;0.000903;
1000;0.001332;
1000;0.000927;
1000;0.000859;
1000;0.000851;
1000;0.000859;
1000;0.000762;
1000;0.000907;
1000;0.000683;
1000;0.000818;
1000;0.000661;
1000;0.000772;
1000;0.000699;
1000;0.001182;
