N_vertices; BlockSize; GridSize; time_sec
1000000; 8; 3328; 0.008910
1000000; 8; 3328; 0.008860
1000000; 8; 3328; 0.008703
1000000; 8; 3328; 0.008830
1000000; 8; 3328; 0.008837
1000000; 8; 3328; 0.008707
1000000; 8; 3328; 0.008814
1000000; 8; 3328; 0.008938
1000000; 8; 3328; 0.008911
1000000; 8; 3328; 0.008840
1000000; 8; 3328; 0.008713
1000000; 8; 3328; 0.012794
1000000; 8; 3328; 0.008771
1000000; 8; 3328; 0.008531
1000000; 8; 3328; 0.010348
1000000; 8; 3328; 0.008960
1000000; 8; 3328; 0.009022
1000000; 8; 3328; 0.009321
1000000; 8; 3328; 0.009062
1000000; 8; 3328; 0.008806
