dimGraph;timeInt;
300000;0.365125;
300000;0.353049;
300000;0.354065;
300000;0.361548;
300000;0.367762;
300000;0.350837;
300000;0.347390;
300000;0.347422;
300000;0.347682;
300000;0.357534;
300000;0.368897;
300000;0.380637;
300000;0.349570;
300000;0.352726;
300000;0.378257;
300000;0.371520;
300000;0.354989;
300000;0.359934;
300000;0.367566;
300000;0.356467;
300000;0.361094;
300000;0.346393;
300000;0.358922;
300000;0.365083;
300000;0.347842;
300000;0.343924;
300000;0.355756;
300000;0.360847;
300000;0.342717;
300000;0.365852;
300000;0.371991;
300000;0.366763;
300000;0.346415;
300000;0.350727;
300000;0.355199;
300000;0.374579;
300000;0.354932;
300000;0.358092;
300000;0.352757;
300000;0.362012;
300000;0.352977;
300000;0.359297;
300000;0.355050;
300000;0.373339;
300000;0.358229;
300000;0.344999;
300000;0.366061;
300000;0.359790;
300000;0.357127;
300000;0.342404;
