dimGraph;timeInt;
300000;0.446851;
300000;0.476753;
300000;0.428749;
300000;0.540122;
300000;0.483555;
300000;0.445182;
300000;0.501586;
300000;0.445489;
300000;0.439139;
300000;0.420634;
300000;0.509982;
300000;0.499427;
300000;0.466004;
300000;0.424733;
300000;0.467431;
300000;0.475583;
300000;0.478842;
300000;0.466721;
300000;0.466464;
300000;0.431269;
300000;0.442558;
300000;0.436661;
300000;0.442152;
300000;0.434688;
300000;0.464038;
300000;0.463581;
300000;0.467457;
300000;0.453041;
300000;0.413880;
300000;0.443296;
300000;0.467759;
300000;0.487682;
300000;0.441136;
300000;0.539450;
300000;0.523927;
300000;0.461901;
300000;0.439473;
300000;0.472231;
300000;0.466202;
300000;0.455662;
300000;0.454393;
300000;0.454054;
300000;0.479983;
300000;0.439862;
300000;0.461650;
300000;0.442807;
300000;0.436877;
300000;0.440247;
300000;0.464060;
300000;0.429403;
