N_vertices; BlockSize; GridSize; time_sec
500000; 32; 832; 0.005581
500000; 32; 832; 0.005609
500000; 32; 832; 0.005497
500000; 32; 832; 0.005600
500000; 32; 832; 0.007459
500000; 32; 832; 0.005638
500000; 32; 832; 0.005755
500000; 32; 832; 0.005636
500000; 32; 832; 0.005555
500000; 32; 832; 0.005818
500000; 32; 832; 0.005731
500000; 32; 832; 0.005559
500000; 32; 832; 0.005824
500000; 32; 832; 0.005576
500000; 32; 832; 0.005647
500000; 32; 832; 0.005852
500000; 32; 832; 0.005694
500000; 32; 832; 0.005851
500000; 32; 832; 0.005745
