N_vertices; BlockSize; GridSize; time_sec
500000; 256; 104; 0.006614
500000; 256; 104; 0.006489
500000; 256; 104; 0.007050
500000; 256; 104; 0.006360
500000; 256; 104; 0.006443
500000; 256; 104; 0.006352
500000; 256; 104; 0.006443
500000; 256; 104; 0.006356
500000; 256; 104; 0.006433
500000; 256; 104; 0.006435
500000; 256; 104; 0.006773
500000; 256; 104; 0.006334
500000; 256; 104; 0.006279
500000; 256; 104; 0.006448
500000; 256; 104; 0.006428
500000; 256; 104; 0.006586
500000; 256; 104; 0.006632
500000; 256; 104; 0.009567
500000; 256; 104; 0.006323
