dimGraph;timeInt;
20000;0.692774;
20000;0.673040;
20000;0.665017;
20000;0.664167;
20000;0.667745;
20000;0.668759;
20000;0.669061;
20000;0.671748;
20000;0.686672;
20000;0.663487;
20000;0.666620;
20000;0.671862;
20000;0.663876;
20000;0.674789;
20000;0.665641;
20000;0.669494;
20000;0.667760;
20000;0.672623;
20000;0.666359;
20000;0.687215;
20000;0.670175;
20000;0.690542;
20000;0.679893;
20000;0.679292;
20000;0.666640;
20000;0.679334;
20000;0.676557;
20000;0.690668;
20000;0.664080;
20000;0.676620;
20000;0.668265;
20000;0.663819;
20000;0.667206;
20000;0.666078;
20000;0.669884;
20000;0.672590;
20000;0.670041;
20000;0.680615;
20000;0.680203;
20000;0.668626;
20000;0.673664;
20000;0.671457;
20000;0.665663;
20000;0.667108;
20000;0.665352;
20000;0.691822;
20000;0.672588;
20000;0.665914;
20000;0.676288;
20000;0.666594;
