dimGraph;timeInt;
20000;0.093737;
20000;0.098964;
20000;0.103375;
20000;0.106918;
20000;0.097523;
20000;0.114668;
20000;0.106237;
20000;0.109393;
20000;0.099587;
20000;0.103169;
20000;0.100209;
20000;0.113486;
20000;0.099192;
20000;0.104785;
20000;0.109688;
20000;0.100719;
20000;0.089947;
20000;0.110028;
20000;0.097362;
20000;0.101211;
20000;0.090399;
20000;0.108522;
20000;0.100747;
20000;0.107864;
20000;0.106044;
20000;0.094838;
20000;0.113818;
20000;0.112840;
20000;0.099041;
20000;0.094096;
20000;0.100796;
20000;0.114314;
20000;0.104248;
20000;0.102170;
20000;0.108713;
20000;0.110355;
20000;0.105247;
20000;0.102327;
20000;0.121857;
20000;0.101374;
20000;0.109392;
20000;0.098788;
20000;0.110624;
20000;0.106811;
20000;0.101252;
20000;0.106124;
20000;0.109521;
20000;0.108662;
20000;0.100834;
20000;0.109037;
