dimGraph;timeInt;
10000;0.057853;
10000;0.056067;
10000;0.056105;
10000;0.057061;
10000;0.057882;
10000;0.058856;
10000;0.057057;
10000;0.056499;
10000;0.056820;
10000;0.058453;
10000;0.056956;
10000;0.055817;
10000;0.055719;
10000;0.057797;
10000;0.056227;
10000;0.058808;
10000;0.058079;
10000;0.057047;
10000;0.057335;
10000;0.056658;
10000;0.057048;
10000;0.055261;
10000;0.055702;
10000;0.057454;
10000;0.058822;
10000;0.057858;
10000;0.057157;
10000;0.056980;
10000;0.056912;
10000;0.055464;
10000;0.057996;
10000;0.056094;
10000;0.057823;
10000;0.058650;
10000;0.056186;
10000;0.057361;
10000;0.057895;
10000;0.056107;
10000;0.055212;
10000;0.058104;
10000;0.058832;
10000;0.058859;
10000;0.055658;
10000;0.056010;
10000;0.057723;
10000;0.057447;
10000;0.055378;
10000;0.057364;
10000;0.057430;
10000;0.058188;
