dimGraph;timeInt;
10000;0.044897;
10000;0.051467;
10000;0.045854;
10000;0.053148;
10000;0.046479;
10000;0.066477;
10000;0.045851;
10000;0.046119;
10000;0.045279;
10000;0.045059;
10000;0.046219;
10000;0.044638;
10000;0.056334;
10000;0.045258;
10000;0.066803;
10000;0.046038;
10000;0.048898;
10000;0.050756;
10000;0.044979;
10000;0.045219;
10000;0.060494;
10000;0.052664;
10000;0.047133;
10000;0.045945;
10000;0.059100;
10000;0.045095;
10000;0.045860;
10000;0.045462;
10000;0.048245;
10000;0.045074;
10000;0.046040;
10000;0.047926;
10000;0.047041;
10000;0.053880;
10000;0.051137;
10000;0.047362;
10000;0.054784;
10000;0.054450;
10000;0.045462;
10000;0.051647;
10000;0.044981;
10000;0.045312;
10000;0.045106;
10000;0.047648;
10000;0.045204;
10000;0.044310;
10000;0.052849;
10000;0.046050;
10000;0.045467;
10000;0.051456;
