dimGraph;timeInt;
10000;0.067525;
10000;0.064199;
10000;0.064768;
10000;0.063424;
10000;0.064772;
10000;0.063514;
10000;0.066542;
10000;0.063607;
10000;0.066745;
10000;0.063062;
10000;0.066101;
10000;0.065078;
10000;0.063436;
10000;0.064215;
10000;0.063484;
10000;0.064798;
10000;0.066192;
10000;0.065103;
10000;0.067745;
10000;0.065958;
10000;0.066052;
10000;0.067087;
10000;0.067191;
10000;0.066800;
10000;0.066151;
10000;0.065569;
10000;0.063711;
10000;0.063197;
10000;0.063092;
10000;0.063520;
10000;0.067013;
10000;0.063015;
10000;0.064855;
10000;0.063762;
10000;0.066392;
10000;0.066056;
10000;0.068697;
10000;0.063930;
10000;0.064566;
10000;0.064172;
10000;0.065912;
10000;0.067548;
10000;0.067183;
10000;0.063004;
10000;0.064774;
10000;0.068875;
10000;0.063234;
10000;0.063651;
10000;0.065672;
10000;0.067238;
