dimGraph;timeInt;
10000;0.027563;
10000;0.031974;
10000;0.034548;
10000;0.028667;
10000;0.036560;
10000;0.036344;
10000;0.034444;
10000;0.028049;
10000;0.037207;
10000;0.026895;
10000;0.035882;
10000;0.040162;
10000;0.031214;
10000;0.028032;
10000;0.027972;
10000;0.031931;
10000;0.037551;
10000;0.027487;
10000;0.036705;
10000;0.028121;
10000;0.035952;
10000;0.039185;
10000;0.039903;
10000;0.034293;
10000;0.036920;
10000;0.035700;
10000;0.031745;
10000;0.033261;
10000;0.035862;
10000;0.035258;
10000;0.027807;
10000;0.035212;
10000;0.027145;
10000;0.034918;
10000;0.027482;
10000;0.032724;
10000;0.032614;
10000;0.028144;
10000;0.036345;
10000;0.028567;
10000;0.027510;
10000;0.027755;
10000;0.036157;
10000;0.036845;
10000;0.032429;
10000;0.035946;
10000;0.032706;
10000;0.034085;
10000;0.031878;
10000;0.028250;
