dimGraph;timeInt;
10000;0.055950;
10000;0.056486;
10000;0.056111;
10000;0.056120;
10000;0.060876;
10000;0.057837;
10000;0.055891;
10000;0.056270;
10000;0.057244;
10000;0.056020;
10000;0.056747;
10000;0.055999;
10000;0.056092;
10000;0.055716;
10000;0.056086;
10000;0.056063;
10000;0.055476;
10000;0.055989;
10000;0.059363;
10000;0.057156;
10000;0.057486;
10000;0.058176;
10000;0.055934;
10000;0.056527;
10000;0.057258;
10000;0.067879;
10000;0.056035;
10000;0.056530;
10000;0.056939;
10000;0.058073;
10000;0.057751;
10000;0.057560;
10000;0.056004;
10000;0.057567;
10000;0.056029;
10000;0.057483;
10000;0.055867;
10000;0.056256;
10000;0.056042;
10000;0.055906;
10000;0.056579;
10000;0.056430;
10000;0.058393;
10000;0.057592;
10000;0.056455;
10000;0.061304;
10000;0.059491;
10000;0.056352;
10000;0.059710;
10000;0.056083;
